タイトル,巻数,著者・編者,出版年,出版機関・出版社
三河国分尼寺跡,,豊川市教育委員会,19910331,豊川市
前通遺跡,,豊川市教育委員会,19910331,豊川市
麻生田大橋遺跡発掘調査報告書,,豊川市教育委員会,19930300,豊川市
赤塚山,,豊川市教育委員会,19940331,豊川市
牧野城跡,,豊川市教育委員会,19940331,豊川市
史跡三河国分尼寺跡保存整備基本計画,,豊川市,19960600,豊川市
史跡三河国分尼寺跡保存整備基本計画概要書,,豊川市,19960600,豊川市
史跡三河国分尼寺跡保存整備事業,,豊川市,19981000,豊川市
三ノ輪山第1号墳発掘調査報告書,,豊川市教育委員会,19991029,豊川市
白鳥遺跡緊急発掘調査報告書,1,豊川市教育委員会,20000131,豊川市
天間遺跡,2,"天間遺跡調査会, 豊川市教育委員会",20010000,豊川市
白鳥遺跡緊急発掘調査報告書,2,"白鳥遺跡調査会, 豊川市教育委員会",20001225,豊川市
三河国府跡確認調査報告書,,豊川市教育委員会,20030300,豊川市
麻生田当貝津遺跡発掘調査報告書,1,麻生田当貝津遺跡調査会,20030331,豊川市
上ノ蔵遺跡,,豊川市教育委員会,20050331,豊川市
麻生田当貝津遺跡発掘調査報告書,2,麻生田当貝津遺跡調査会,20050600,豊川市
史跡三河国分尼寺跡,,豊川市教育委員会,20060300,豊川市
白鳥前遺跡,,豊川市教育委員会,20070131,豊川市
下手大屋敷遺跡,,豊川市教育委員会,20080331,豊川市
山ノ奥遺跡,,豊川市教育委員会,20080331,豊川市
史跡三河国分寺跡整備基本構想,,豊川市教育委員会,20090300,豊川市
天井平遺跡,,豊川市教育委員会,20090331,豊川市
東赤土遺跡,,豊川市教育委員会,20120331,豊川市
豊川海軍工廠跡発掘調査報告書,,豊川市教育委員会,20180323,豊川市
白鳥遺跡（三河国府跡）緊急発掘調査報告書,3,豊川市教育委員会,20211031,豊川市
白鳥遺跡（三河国府跡）発掘調査報告書,,豊川市教育委員会,20221130,豊川市
菟足神社貝塚,,豊川市教育委員会,20240331,豊川市
香久礼古墳群発掘調査報告,,豊田市郷土資料館,19710331,豊田市
高橋遺跡第5次調査略報,,豊田市郷土資料館,19740300,豊田市
豊田市埋蔵文化財調査集報,1,豊田市郷土資料館,19740300,豊田市
豊田市埋蔵文化財調査集報,2,豊田市郷土資料館,19750300,豊田市
高橋遺跡第6次調査概報,,豊田市郷土資料館,19760300,豊田市
塚越遺跡調査概報,,豊田市郷土資料館,19760300,豊田市
豊田市埋蔵文化財調査集報,3,豊田市郷土資料館,19770300,豊田市
豊田市埋蔵文化財調査集報,4,豊田市郷土資料館,19770300,豊田市
高橋遺跡第7次発掘調査報告書,,豊田市教育委員会,19770300,豊田市
豊田市埋蔵文化財調査集報,5,豊田市郷土資料館,19780300,豊田市
高橋遺跡第8次発掘調査概報,,豊田市教育委員会,19780300,豊田市
豊田市埋蔵文化財調査集報,6,豊田市郷土資料館,19780000,豊田市
高橋遺跡第9次発掘調査概報,,豊田市郷土史研究会,19790300,豊田市
高橋遺跡第10次発掘調査概報,,豊田市教育委員会,19800330,豊田市
山洞2号・3号墳発掘調査報告書,,豊田市教育委員会,19830300,豊田市
高橋遺跡第13次発掘調査概報,,豊田市教育委員会,19830300,豊田市
旧井上家西洋館移築復元工事報告書,,豊田市教育委員会,19890000,豊田市
梅坪遺跡調査概要報告書,第4次,豊田市教育委員会,19910300,豊田市
京ヶ峰1号墳・谷下古墳,,豊田市郷土資料館,19950331,豊田市
西川1・2号窯址,,豊田市郷土資料館,19950331,豊田市
梅坪遺跡,2,豊田市教育委員会,19950331,豊田市
池ノ表古墳,,豊田市教育委員会,19950331,豊田市
梅坪遺跡,3,豊田市教育委員会,19960331,豊田市
神明遺跡,1,豊田市郷土資料館,19960331,豊田市
梅坪遺跡,4,豊田市郷土資料館,19970331,豊田市
挙母城,,豊田市郷土資料館,19970331,豊田市
梅坪遺跡,5,豊田市教育委員会,19980331,豊田市
南山畑遺跡,,豊田市郷土資料館,19990331,豊田市
梅坪遺跡,6,豊田市郷土資料館,19990331,豊田市
中川原遺跡,,豊田市郷土資料館,19990331,豊田市
花本遺跡,,豊田市郷土資料館,19990300,豊田市
千石遺跡,,豊田市郷土資料館,19990331,豊田市
岩長遺跡,,豊田市郷土資料館,20001031,豊田市
不動1・2号墳　山ノ神古墳　神明社古墳,,豊田市郷土資料館,20010328,豊田市
神明遺跡,2 本文編/2 写真図版編,豊田市郷土資料館,20010328,豊田市
三味線塚古墳,,豊田市郷土資料館,20010331,豊田市
新金山遺跡,本文編/写真図版編,豊田市郷土資料館,20010331,豊田市
花本遺跡　万加田遺跡,,豊田市郷土資料館,20020331,豊田市
梅坪遺跡,7,豊田市郷土資料館,20030331,豊田市
勘八2号墳・滝1号墳,,豊田市郷土資料館,20030331,豊田市
古城遺跡,,豊田市郷土資料館,20040229,豊田市
伊保東古城,,豊田市郷土資料館,20050200,豊田市
吉兼1号古窯跡・兼近1号古窯跡,,豊田市郷土資料館,20050200,豊田市
敷田1～4号窯跡・切山1～4号窯跡 ,,豊田市郷土資料館,20060300,豊田市
寺部城跡・寺部城関連遺跡・勧学院文護寺跡,,豊田市郷土資料館,20060300,豊田市
秋葉遺跡・酒呑ジュリンナ遺跡,,豊田市郷土資料館,20070300,豊田市
明蓮1～4号窯跡・七曲1号窯跡,,豊田市郷土資料館,20070300,豊田市
井上1号墳,,豊田市郷土資料館,20080331,豊田市
来姓古窯跡群,,豊田市郷土資料館,20080331,豊田市
丸根遺跡・丸根城跡,,豊田市郷土資料館,20080331,豊田市
挙母城(桜城)跡,,豊田市郷土資料館,20081000,豊田市
挙母城(七州城)跡,2,豊田市郷土資料館,20090331,豊田市
郷上遺跡,,"豊田市郷土資料館, ナカシャクリエイテブ",20090331,豊田市
高橋遺跡　,第16次調査,豊田市郷土資料館,20090331,豊田市
曽根遺跡,,豊田市郷土資料館,20090331,豊田市
上向イ田窯,,豊田市郷土資料館,20090331,豊田市
宮平遺跡,,"豊田市郷土資料館, イビソク",20100326,豊田市
今町宮之後遺跡,,"豊田市郷土資料館, イビソク",20100326,豊田市
高根越1・2号窯跡,,豊田市郷土資料館,20100331,豊田市
豊田市の縄文遺跡,,豊田市郷土資料館,20100331,豊田市
栃原遺跡,1,豊田市郷土資料館,20100331,豊田市
堂外戸遺跡,第1分冊,"豊田市郷土資料館, 豊田市教育委員会 ",20100300,豊田市
堂外戸遺跡,第2分冊,"豊田市郷土資料館, 豊田市教育委員会 ",20100300,豊田市
堂外戸遺跡,第3分冊,"豊田市郷土資料館, 豊田市教育委員会 ",20100300,豊田市
寺部遺跡,1,豊田市郷土資料館,20110318,豊田市
亀首遺跡,,"豊田市教育委員会, イビソク",20110325,豊田市
宮ノ後遺跡,,"豊田市教育委員会, 島田組",20110325,豊田市
上万場遺跡,,"豊田市郷土資料館, 島田組, 豊田市教育委員会",20110300,豊田市
水汲遺跡,,"豊田市郷土資料館, 豊田市教育委員会",20110300,豊田市
神明遺跡,3,豊田市教育委員会,20120331,豊田市
北ノ脇窯跡　十五夜窯跡　寺池窯跡　山洞窯跡,,豊田市郷土資料館,20120330,豊田市
寺部遺跡,2,"豊田市教育委員会, 国際文化財",20130329,豊田市
寺部遺跡,3,"豊田市郷土資料館, 島田組",20130329,豊田市
御船城跡,,豊田市教育委員会,20130329,豊田市
江古山遺跡,,豊田市郷土資料館,20130331,豊田市
"挙母城(七州城)跡・衣城(金谷城)跡, 稲荷塚古墳・内山畑遺跡",,豊田市郷土資料館,20140300,豊田市
豊田市西部の山茶碗窯跡 ,,豊田市郷土資料館,20140300,豊田市
足助地区工事立会埋蔵文化財調査報告書,,"豊田市教育委員会, 二友組",20140300,豊田市
五反田遺跡,,"豊田市教育委員会, イビソク",20140300,豊田市
衣城(金谷城)跡・薮下遺跡,,"豊田市教育委員会, イビソク",20140300,豊田市
寺部遺跡,4,"豊田市教育委員会, 二友組",20140300,豊田市
亀首遺跡工事立会埋蔵文化財調査報告書,,豊田市教育委員会,20150330,豊田市
東広瀬経塚,,豊田市教育委員会,20150330,豊田市
栃原遺跡,2,豊田市郷土資料館,20150330,豊田市
寺部遺跡,5,"豊田市教育委員会, イビソク名古屋支店",20150330,豊田市
高橋遺跡中央区・南西区,,豊田市郷土資料館,20150330,豊田市
高橋遺跡北東区,,豊田市郷土資料館,20160300,豊田市
寺部遺跡,6,,,豊田市
寺部城跡・寺部城関連遺跡・勧学院文護寺跡・寺部遺跡,,"豊田市教育委員会, イビソク名古屋支店",20160300,豊田市
鷹見城跡・宮口元屋敷遺跡・鳳面館跡・竹元町1号塚,,豊田市郷土資料館,20170324,豊田市
勧学院文護寺跡,,豊田市教育委員会,20170331,豊田市
寺部遺跡,7,"豊田市教育委員会, イビソク名古屋支店",20170330,豊田市
京町遺跡（京町藤塚古墳）・郷上遺跡（豊田市1次・3次調査）,,,2018,豊田市
豊田大塚古墳Ⅲ,,,2018,豊田市
根川１・２号墳,,,2018,豊田市
寺部遺跡,8,,2018,豊田市
大悲殿経塚,,,2019,豊田市
今朝平遺跡,,,2019,豊田市
花本遺跡ー17A・B区ー,,,2019,豊田市
寺部遺跡,9,,2019,豊田市
神明遺跡,4,,2020,豊田市
寺部遺跡,10,,2020,豊田市
寺部遺跡,11,,2020,豊田市
沢尻遺跡,,,2021,豊田市
高橋遺跡第30次調査,,,2022,豊田市
塩狭間窯跡,,,2022,豊田市
寺部遺跡,12,,2022,豊田市
桑田和町北貝戸遺跡,,,2023,豊田市
市内遺跡発掘調査事業概要報告書,平成17年度,豊田市教育委員会,20070300,豊田市
市内遺跡発掘調査事業概要報告書,平成18年度,豊田市教育委員会,20080300,豊田市
市内遺跡発掘調査事業概要報告書,平成19年度,豊田市教育委員会,20090300,豊田市
市内遺跡発掘調査事業概要報告書,平成20年度,豊田市教育委員会,20100300,豊田市
市内遺跡発掘調査事業概要報告書,平成21年度,豊田市教育委員会,20110300,豊田市
市内遺跡発掘調査事業概要報告書,平成22年度,豊田市教育委員会,20120300,豊田市
市内遺跡発掘調査事業概要報告書,平成23年度,豊田市教育委員会,20130328,豊田市
市内遺跡発掘調査事業概要報告書,平成24年度,豊田市教育委員会,20140300,豊田市
市内遺跡発掘調査事業概要報告書,平成25年度,豊田市教育委員会,20150325,豊田市
市内遺跡発掘調査事業概要報告書,平成26年度,豊田市教育委員会,20160630,豊田市
市内遺跡発掘調査事業概要報告書,平成27年度,豊田市教育委員会,20170324,豊田市
市内遺跡発掘調査事業概要報告書,平成28年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,平成29年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,平成30年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,令和元年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,令和２年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,令和３年度,豊田市教育委員会,,豊田市
市内遺跡発掘調査事業概要報告書,令和4年度,豊田市教育委員会,,豊田市
豊田大塚古墳発掘調査報告書,,豊田市教育委員会,19660700,豊田市
船塚遺跡,,豊田市教育委員会,19681225,豊田市
高橋遺跡発掘調査報告書,,豊田市教育委員会,19690300,豊田市
高橋遺跡発掘調査報告書,,豊田市郷土資料館,19710320,豊田市
伊保遺跡,,猿投遺跡調査会,19741225,豊田市
豊田市遺跡分布調査報告書,,豊田市教育委員会,20130000,豊田市
豊田市遺跡地図,,豊田市教育委員会,20140300,豊田市
名勝龍性院庭園総合調査報告書,,豊田市教育委員会,20160331,豊田市
磯谷清市氏寄贈考古資料図録,,,,豊田市
水汲遺跡の縄文土器,,,,豊田市
地下に埋もれた縄文の森,,,,豊田市
中村遺跡発掘調査報告書,,稲武町教育委員会,19920330,"豊田市
稲武町"
クダリヤマ遺跡,,稲武町教育委員会,19950331,"豊田市
稲武町"
ヒロノ遺跡緊急調査報告書,,稲武町教育委員会,19950600,"豊田市
稲武町"
ヒロノ遺跡第2次調査報告書,,稲武町教育委員会,19990430,"豊田市
稲武町"
豊橋市埋蔵文化財発掘調査報告,,豊橋市教育委員会,19820331,豊橋市
四ツ塚3号墳・4号墳発掘調査報告書,,豊橋市教育委員会,19840300,豊橋市
岩屋下古窯,,"豊橋市教育委員会, 美術博物館",20000831,豊橋市
石巻神郷地区ほ場整備事業に伴う埋蔵文化財発掘調査報告書,,豊橋市教育委員会,19860331,豊橋市
水神古窯,,豊橋市教育委員会,19870331,豊橋市
公文遺跡,1,豊橋市教育委員会,19880331,豊橋市
公文遺跡,2,豊橋市教育委員会,19890331,豊橋市
桜遺跡試掘調査報告書,,豊橋市教育委員会,19890000,豊橋市
見丁塚遺跡,,豊橋市教育委員会,19900000,豊橋市
牛川西部地区遺跡範囲確認調査報告書,,豊橋市教育委員会,19910300,豊橋市
